iter,Loss,L1,mask,SSIM,LPIPS
2756,"tensor([0.0289], device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0066, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.0092, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.9577, device='cuda:0', grad_fn=<MeanBackward0>)","tensor([0.0380], device='cuda:0', grad_fn=<ReshapeAliasBackward0>)"
2757,"tensor([0.0255], device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0080, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.0100, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.9532, device='cuda:0', grad_fn=<MeanBackward0>)","tensor([0.0463], device='cuda:0', grad_fn=<ReshapeAliasBackward0>)"
2758,"tensor([0.0245], device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0079, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.0082, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.9584, device='cuda:0', grad_fn=<MeanBackward0>)","tensor([0.0315], device='cuda:0', grad_fn=<ReshapeAliasBackward0>)"
2759,"tensor([0.0260], device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0078, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.0087, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.9601, device='cuda:0', grad_fn=<MeanBackward0>)","tensor([0.0329], device='cuda:0', grad_fn=<ReshapeAliasBackward0>)"
2760,"tensor([0.0238], device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0065, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.0074, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.9676, device='cuda:0', grad_fn=<MeanBackward0>)","tensor([0.0256], device='cuda:0', grad_fn=<ReshapeAliasBackward0>)"
2761,"tensor([0.0271], device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0096, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.0104, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.9477, device='cuda:0', grad_fn=<MeanBackward0>)","tensor([0.0436], device='cuda:0', grad_fn=<ReshapeAliasBackward0>)"
2762,"tensor([0.0246], device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0065, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.0085, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.9623, device='cuda:0', grad_fn=<MeanBackward0>)","tensor([0.0404], device='cuda:0', grad_fn=<ReshapeAliasBackward0>)"
2763,"tensor([0.0264], device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0108, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.0096, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.9454, device='cuda:0', grad_fn=<MeanBackward0>)","tensor([0.0470], device='cuda:0', grad_fn=<ReshapeAliasBackward0>)"
2764,"tensor([0.0239], device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0095, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.0137, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.9442, device='cuda:0', grad_fn=<MeanBackward0>)","tensor([0.0498], device='cuda:0', grad_fn=<ReshapeAliasBackward0>)"
2765,"tensor([0.0295], device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0092, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.0122, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.9447, device='cuda:0', grad_fn=<MeanBackward0>)","tensor([0.0381], device='cuda:0', grad_fn=<ReshapeAliasBackward0>)"
2766,"tensor([0.0296], device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0071, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.0091, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.9609, device='cuda:0', grad_fn=<MeanBackward0>)","tensor([0.0325], device='cuda:0', grad_fn=<ReshapeAliasBackward0>)"
2767,"tensor([0.0239], device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0062, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.0073, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.9695, device='cuda:0', grad_fn=<MeanBackward0>)","tensor([0.0232], device='cuda:0', grad_fn=<ReshapeAliasBackward0>)"
2768,"tensor([0.0220], device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0072, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.0105, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.9599, device='cuda:0', grad_fn=<MeanBackward0>)","tensor([0.0353], device='cuda:0', grad_fn=<ReshapeAliasBackward0>)"
2769,"tensor([0.0226], device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0064, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.0096, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.9643, device='cuda:0', grad_fn=<MeanBackward0>)","tensor([0.0363], device='cuda:0', grad_fn=<ReshapeAliasBackward0>)"
2770,"tensor([0.0260], device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0069, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.0093, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.9596, device='cuda:0', grad_fn=<MeanBackward0>)","tensor([0.0391], device='cuda:0', grad_fn=<ReshapeAliasBackward0>)"
2771,"tensor([0.0251], device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0060, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.0069, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.9707, device='cuda:0', grad_fn=<MeanBackward0>)","tensor([0.0243], device='cuda:0', grad_fn=<ReshapeAliasBackward0>)"
2772,"tensor([0.0235], device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0092, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.0113, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.9513, device='cuda:0', grad_fn=<MeanBackward0>)","tensor([0.0438], device='cuda:0', grad_fn=<ReshapeAliasBackward0>)"
2773,"tensor([0.0298], device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0081, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.0095, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.9564, device='cuda:0', grad_fn=<MeanBackward0>)","tensor([0.0329], device='cuda:0', grad_fn=<ReshapeAliasBackward0>)"
2774,"tensor([0.0230], device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0071, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.0118, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.9572, device='cuda:0', grad_fn=<MeanBackward0>)","tensor([0.0447], device='cuda:0', grad_fn=<ReshapeAliasBackward0>)"
2775,"tensor([0.0226], device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0094, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.0113, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.9480, device='cuda:0', grad_fn=<MeanBackward0>)","tensor([0.0422], device='cuda:0', grad_fn=<ReshapeAliasBackward0>)"
2776,"tensor([0.0239], device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0097, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.0118, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.9446, device='cuda:0', grad_fn=<MeanBackward0>)","tensor([0.0474], device='cuda:0', grad_fn=<ReshapeAliasBackward0>)"
2777,"tensor([0.0222], device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0077, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.0117, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.9552, device='cuda:0', grad_fn=<MeanBackward0>)","tensor([0.0442], device='cuda:0', grad_fn=<ReshapeAliasBackward0>)"
2778,"tensor([0.0286], device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0065, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.0085, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.9614, device='cuda:0', grad_fn=<MeanBackward0>)","tensor([0.0351], device='cuda:0', grad_fn=<ReshapeAliasBackward0>)"
2779,"tensor([0.0237], device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0073, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.0080, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.9604, device='cuda:0', grad_fn=<MeanBackward0>)","tensor([0.0368], device='cuda:0', grad_fn=<ReshapeAliasBackward0>)"
2780,"tensor([0.0240], device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0084, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.0083, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.9592, device='cuda:0', grad_fn=<MeanBackward0>)","tensor([0.0378], device='cuda:0', grad_fn=<ReshapeAliasBackward0>)"
2781,"tensor([0.0259], device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0077, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.0089, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.9587, device='cuda:0', grad_fn=<MeanBackward0>)","tensor([0.0352], device='cuda:0', grad_fn=<ReshapeAliasBackward0>)"
2782,"tensor([0.0289], device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0085, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.0090, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.9551, device='cuda:0', grad_fn=<MeanBackward0>)","tensor([0.0340], device='cuda:0', grad_fn=<ReshapeAliasBackward0>)"
2783,"tensor([0.0277], device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0078, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.0077, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.9605, device='cuda:0', grad_fn=<MeanBackward0>)","tensor([0.0316], device='cuda:0', grad_fn=<ReshapeAliasBackward0>)"
2784,"tensor([0.0274], device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0095, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.0095, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.9547, device='cuda:0', grad_fn=<MeanBackward0>)","tensor([0.0368], device='cuda:0', grad_fn=<ReshapeAliasBackward0>)"
2785,"tensor([0.0259], device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0088, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.0087, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.9504, device='cuda:0', grad_fn=<MeanBackward0>)","tensor([0.0364], device='cuda:0', grad_fn=<ReshapeAliasBackward0>)"
2786,"tensor([0.0236], device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0104, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.0097, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.9466, device='cuda:0', grad_fn=<MeanBackward0>)","tensor([0.0438], device='cuda:0', grad_fn=<ReshapeAliasBackward0>)"
2787,"tensor([0.0231], device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0064, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.0093, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.9663, device='cuda:0', grad_fn=<MeanBackward0>)","tensor([0.0343], device='cuda:0', grad_fn=<ReshapeAliasBackward0>)"
2788,"tensor([0.0214], device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0069, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.0107, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.9611, device='cuda:0', grad_fn=<MeanBackward0>)","tensor([0.0417], device='cuda:0', grad_fn=<ReshapeAliasBackward0>)"
2789,"tensor([0.0271], device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0078, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.0126, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.9549, device='cuda:0', grad_fn=<MeanBackward0>)","tensor([0.0440], device='cuda:0', grad_fn=<ReshapeAliasBackward0>)"
2790,"tensor([0.0263], device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0093, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.0098, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.9459, device='cuda:0', grad_fn=<MeanBackward0>)","tensor([0.0394], device='cuda:0', grad_fn=<ReshapeAliasBackward0>)"
2791,"tensor([0.0267], device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0078, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.0076, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.9590, device='cuda:0', grad_fn=<MeanBackward0>)","tensor([0.0288], device='cuda:0', grad_fn=<ReshapeAliasBackward0>)"
2792,"tensor([0.0284], device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0064, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.0079, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.9669, device='cuda:0', grad_fn=<MeanBackward0>)","tensor([0.0278], device='cuda:0', grad_fn=<ReshapeAliasBackward0>)"
2793,"tensor([0.0263], device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0081, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.0090, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.9528, device='cuda:0', grad_fn=<MeanBackward0>)","tensor([0.0355], device='cuda:0', grad_fn=<ReshapeAliasBackward0>)"
2794,"tensor([0.0237], device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0076, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.0089, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.9580, device='cuda:0', grad_fn=<MeanBackward0>)","tensor([0.0387], device='cuda:0', grad_fn=<ReshapeAliasBackward0>)"
2795,"tensor([0.0237], device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0068, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.0085, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.9631, device='cuda:0', grad_fn=<MeanBackward0>)","tensor([0.0373], device='cuda:0', grad_fn=<ReshapeAliasBackward0>)"
2796,"tensor([0.0235], device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0078, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.0090, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.9627, device='cuda:0', grad_fn=<MeanBackward0>)","tensor([0.0382], device='cuda:0', grad_fn=<ReshapeAliasBackward0>)"
2797,"tensor([0.0282], device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0077, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.0085, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.9578, device='cuda:0', grad_fn=<MeanBackward0>)","tensor([0.0332], device='cuda:0', grad_fn=<ReshapeAliasBackward0>)"
2798,"tensor([0.0288], device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0065, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.0065, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.9677, device='cuda:0', grad_fn=<MeanBackward0>)","tensor([0.0279], device='cuda:0', grad_fn=<ReshapeAliasBackward0>)"
2799,"tensor([0.0263], device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0073, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.0096, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.9599, device='cuda:0', grad_fn=<MeanBackward0>)","tensor([0.0403], device='cuda:0', grad_fn=<ReshapeAliasBackward0>)"
2800,"tensor([0.0220], device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0095, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.0094, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.9478, device='cuda:0', grad_fn=<MeanBackward0>)","tensor([0.0505], device='cuda:0', grad_fn=<ReshapeAliasBackward0>)"
2801,"tensor([0.0255], device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0088, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.0077, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.9596, device='cuda:0', grad_fn=<MeanBackward0>)","tensor([0.0326], device='cuda:0', grad_fn=<ReshapeAliasBackward0>)"
2802,"tensor([0.0222], device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0061, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.0096, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.9663, device='cuda:0', grad_fn=<MeanBackward0>)","tensor([0.0343], device='cuda:0', grad_fn=<ReshapeAliasBackward0>)"
2803,"tensor([0.0228], device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0069, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.0127, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.9583, device='cuda:0', grad_fn=<MeanBackward0>)","tensor([0.0395], device='cuda:0', grad_fn=<ReshapeAliasBackward0>)"
2804,"tensor([0.0249], device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0075, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.0102, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.9568, device='cuda:0', grad_fn=<MeanBackward0>)","tensor([0.0419], device='cuda:0', grad_fn=<ReshapeAliasBackward0>)"
2805,"tensor([0.0276], device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0060, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.0077, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.9693, device='cuda:0', grad_fn=<MeanBackward0>)","tensor([0.0278], device='cuda:0', grad_fn=<ReshapeAliasBackward0>)"
2806,"tensor([0.0284], device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0060, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.0069, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.9685, device='cuda:0', grad_fn=<MeanBackward0>)","tensor([0.0243], device='cuda:0', grad_fn=<ReshapeAliasBackward0>)"
2807,"tensor([0.0244], device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0083, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.0070, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.9623, device='cuda:0', grad_fn=<MeanBackward0>)","tensor([0.0386], device='cuda:0', grad_fn=<ReshapeAliasBackward0>)"
2808,"tensor([0.0243], device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0079, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.0088, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.9589, device='cuda:0', grad_fn=<MeanBackward0>)","tensor([0.0385], device='cuda:0', grad_fn=<ReshapeAliasBackward0>)"
2809,"tensor([0.0219], device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0062, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.0108, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.9631, device='cuda:0', grad_fn=<MeanBackward0>)","tensor([0.0405], device='cuda:0', grad_fn=<ReshapeAliasBackward0>)"
2810,"tensor([0.0249], device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0073, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.0102, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.9558, device='cuda:0', grad_fn=<MeanBackward0>)","tensor([0.0384], device='cuda:0', grad_fn=<ReshapeAliasBackward0>)"
2811,"tensor([0.0248], device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0085, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.0104, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.9551, device='cuda:0', grad_fn=<MeanBackward0>)","tensor([0.0401], device='cuda:0', grad_fn=<ReshapeAliasBackward0>)"
2812,"tensor([0.0269], device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0083, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.0080, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.9594, device='cuda:0', grad_fn=<MeanBackward0>)","tensor([0.0323], device='cuda:0', grad_fn=<ReshapeAliasBackward0>)"
2813,"tensor([0.0261], device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0088, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.0098, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.9500, device='cuda:0', grad_fn=<MeanBackward0>)","tensor([0.0350], device='cuda:0', grad_fn=<ReshapeAliasBackward0>)"
2814,"tensor([0.0236], device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0058, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.0087, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.9688, device='cuda:0', grad_fn=<MeanBackward0>)","tensor([0.0357], device='cuda:0', grad_fn=<ReshapeAliasBackward0>)"
2815,"tensor([0.0294], device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0071, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.0073, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.9612, device='cuda:0', grad_fn=<MeanBackward0>)","tensor([0.0334], device='cuda:0', grad_fn=<ReshapeAliasBackward0>)"
2816,"tensor([0.0264], device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0086, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.0088, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.9592, device='cuda:0', grad_fn=<MeanBackward0>)","tensor([0.0339], device='cuda:0', grad_fn=<ReshapeAliasBackward0>)"
2817,"tensor([0.0224], device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0068, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.0094, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.9643, device='cuda:0', grad_fn=<MeanBackward0>)","tensor([0.0360], device='cuda:0', grad_fn=<ReshapeAliasBackward0>)"
2818,"tensor([0.0287], device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0066, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.0086, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.9618, device='cuda:0', grad_fn=<MeanBackward0>)","tensor([0.0341], device='cuda:0', grad_fn=<ReshapeAliasBackward0>)"
2819,"tensor([0.0256], device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0074, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.0084, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.9613, device='cuda:0', grad_fn=<MeanBackward0>)","tensor([0.0312], device='cuda:0', grad_fn=<ReshapeAliasBackward0>)"
2820,"tensor([0.0249], device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0083, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.0081, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.9565, device='cuda:0', grad_fn=<MeanBackward0>)","tensor([0.0332], device='cuda:0', grad_fn=<ReshapeAliasBackward0>)"
2821,"tensor([0.0279], device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0060, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.0078, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.9694, device='cuda:0', grad_fn=<MeanBackward0>)","tensor([0.0262], device='cuda:0', grad_fn=<ReshapeAliasBackward0>)"
2822,"tensor([0.0262], device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0105, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.0098, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.9447, device='cuda:0', grad_fn=<MeanBackward0>)","tensor([0.0478], device='cuda:0', grad_fn=<ReshapeAliasBackward0>)"
